C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res3_w1_tunable_l75_param.son DE_EMBEDDED Lk=8.5 l=75.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res3_w1_tunable_l75_param
5.92,-0.0471756
5.9225,-0.0472928
5.925,-0.0474099
5.9275,-0.047527
5.93,-0.047644
5.9325,-0.0477608
5.935,-0.0478775
5.9375,-0.047994
5.94,-0.0481102
5.9425,-0.0482262
5.945,-0.0483418
5.9475,-0.0484571
5.95,-0.0485719
5.9525,-0.0486862
5.955,-0.0488
5.9575,-0.0489131
5.96,-0.0490255
5.9625,-0.0491371
5.965,-0.0492478
5.9675,-0.0493574
5.97,-0.049466
5.9725,-0.0495732
5.975,-0.0496789
5.9775,-0.0497831
5.98,-0.0498854
5.9825,-0.0499857
5.985,-0.0500837
5.9875,-0.050179
5.99,-0.0502715
5.9925,-0.0503606
5.995,-0.0504459
5.9975,-0.0505269
6,-0.050603
6.0025,-0.0506734
6.005,-0.0507374
6.0075,-0.0507937
6.01,-0.0508413
6.0125,-0.0508785
6.015,-0.0509035
6.0175,-0.0509139
6.02,-0.0509067
6.0225,-0.0508782
6.025,-0.0508235
6.0275,-0.0507359
6.03,-0.0506066
6.0325,-0.0504233
6.035,-0.0501683
6.0375,-0.0498157
6.04,-0.0493253
6.0425,-0.0486316
6.045,-0.0476215
6.0475,-0.0460814
6.05,-0.0435684
6.0525,-0.0391201
6.055,-0.0356784
6.0575,-0.448458
6.06,-0.0972767
6.0625,-0.076432
6.065,-0.0696112
6.0675,-0.0663266
6.07,-0.0644421
6.0725,-0.0632507
6.075,-0.0624521
6.0775,-0.0618975
6.08,-0.0615047
6.0825,-0.061225
6.085,-0.0610271
6.0875,-0.0608907
6.09,-0.0608014
6.0925,-0.0607493
6.095,-0.0607269
6.0975,-0.0607288
6.1,-0.0607507
6.1025,-0.0607894
6.105,-0.0608422
6.1075,-0.0609072
6.11,-0.0609827
6.1125,-0.0610673
6.115,-0.06116
6.1175,-0.0612597
6.12,-0.0613657
6.1225,-0.0614773
6.125,-0.0615941
6.1275,-0.0617154
6.13,-0.061841
6.1325,-0.0619703
6.135,-0.0621032
6.1375,-0.0622394
6.14,-0.0623786
6.1425,-0.0625206
6.145,-0.0626653
6.1475,-0.0628124
6.15,-0.0629618
6.1525,-0.0631134
6.155,-0.0632671
6.1575,-0.0634227
6.16,-0.0635803
6.1625,-0.0637396
6.165,-0.0639006
6.1675,-0.0640633
6.17,-0.0642276
6.1725,-0.0643934
6.175,-0.0645607
6.1775,-0.0647294
6.18,-0.0648995
6.1825,-0.065071
6.185,-0.0652437
6.1875,-0.0654178
6.19,-0.065593
6.1925,-0.0657696
6.195,-0.0659473
6.1975,-0.0661261
6.2,-0.0663062
6.2025,-0.0664873
6.205,-0.0666696
6.2075,-0.066853
6.21,-0.0670375
6.2125,-0.067223
6.215,-0.0674096
6.2175,-0.0675972
6.22,-0.0677859
6.2225,-0.0679756
6.225,-0.0681663
6.2275,-0.068358
6.23,-0.0685507
6.2325,-0.0687444
6.235,-0.0689391
6.2375,-0.0691348
6.24,-0.0693314
6.2425,-0.069529
6.245,-0.0697276
6.2475,-0.0699271
6.25,-0.0701276
6.2525,-0.0703291
6.255,-0.0705315
6.2575,-0.0707348
6.26,-0.0709391
6.2625,-0.0711444
6.265,-0.0713506
6.2675,-0.0715577
6.27,-0.0717658
6.2725,-0.0719748
6.275,-0.0721847
6.2775,-0.0723956
6.28,-0.0726075
6.2825,-0.0728203
6.285,-0.073034
6.2875,-0.0732487
6.29,-0.0734643
6.2925,-0.0736808
6.295,-0.0738983
6.2975,-0.0741168
6.3,-0.0743362
6.3025,-0.0745565
6.305,-0.0747778
6.3075,-0.0750001
6.31,-0.0752233
6.3125,-0.0754475
6.315,-0.0756726
6.3175,-0.0758987
6.32,-0.0761257
6.3225,-0.0763537
6.325,-0.0765827
6.3275,-0.0768127
6.33,-0.0770436
6.3325,-0.0772756
6.335,-0.0775084
6.3375,-0.0777423
6.34,-0.0779772
6.3425,-0.0782131
6.345,-0.0784499
6.3475,-0.0786878
6.35,-0.0789266
6.3525,-0.0791665
6.355,-0.0794073
6.3575,-0.0796492
6.36,-0.0798921
6.3625,-0.080136
6.365,-0.0803809
6.3675,-0.0806269
6.37,-0.0808739
6.3725,-0.0811219
6.375,-0.0813709
6.3775,-0.081621
6.38,-0.0818722
6.3825,-0.0821244
6.385,-0.0823777
6.3875,-0.082632
6.39,-0.0828874
6.3925,-0.0831438
6.395,-0.0834013
6.3975,-0.0836599
6.4,-0.0839196
6.4025,-0.0841804
6.405,-0.0844423
6.4075,-0.0847053
6.41,-0.0849693
6.4125,-0.0852345
6.415,-0.0855008
6.4175,-0.0857682
6.42,-0.0860367
6.4225,-0.0863064
6.425,-0.0865772
6.4275,-0.0868491
6.43,-0.0871222
6.4325,-0.0873964
6.435,-0.0876718
6.4375,-0.0879484
6.44,-0.0882261
6.4425,-0.088505
6.445,-0.088785
6.4475,-0.0890663
6.45,-0.0893487
6.4525,-0.0896323
6.455,-0.0899171
6.4575,-0.0902032
6.46,-0.0904904
6.4625,-0.0907789
6.465,-0.0910685
6.4675,-0.0913595
6.47,-0.0916516
6.4725,-0.091945
6.475,-0.0922396
6.4775,-0.0925355
6.48,-0.0928327
6.4825,-0.0931311
6.485,-0.0934308
6.4875,-0.0937318
6.49,-0.0940341
6.4925,-0.0943376
6.495,-0.0946425
6.4975,-0.0949486
6.5,-0.0952561
6.5025,-0.0955649
6.505,-0.0958751
6.5075,-0.0961865
6.51,-0.0964993
6.5125,-0.0968135
6.515,-0.097129
6.5175,-0.0974459
6.52,-0.0977641
6.5225,-0.0980837
6.525,-0.0984047
6.5275,-0.0987271
6.53,-0.0990509
6.5325,-0.0993761
6.535,-0.0997027
6.5375,-0.100031
6.54,-0.10036
6.5425,-0.100691
6.545,-0.101023
6.5475,-0.101357
6.55,-0.101692
6.5525,-0.102029
6.555,-0.102367
6.5575,-0.102707
6.56,-0.103048
6.5625,-0.103391
6.565,-0.103735
6.5675,-0.104081
6.57,-0.104428
6.5725,-0.104777
6.575,-0.105127
6.5775,-0.105479
6.58,-0.105832
6.5825,-0.106187
6.585,-0.106544
6.5875,-0.106902
6.59,-0.107262
6.5925,-0.107623
6.595,-0.107986
6.5975,-0.108351
6.6,-0.108717
6.6025,-0.109085
6.605,-0.109454
6.6075,-0.109825
6.61,-0.110198
6.6125,-0.110572
6.615,-0.110949
6.6175,-0.111326
6.62,-0.111706
6.6225,-0.112087
6.625,-0.11247
6.6275,-0.112855
6.63,-0.113241
6.6325,-0.11363
6.635,-0.11402
6.6375,-0.114411
6.64,-0.114805
6.6425,-0.1152
6.645,-0.115597
6.6475,-0.115996
6.65,-0.116397
6.6525,-0.1168
6.655,-0.117204
6.6575,-0.11761
6.66,-0.118019
6.6625,-0.118429
6.665,-0.118841
6.6675,-0.119254
6.67,-0.11967
6.6725,-0.120088
6.675,-0.120508
6.6775,-0.120929
6.68,-0.121353
6.6825,-0.121778
6.685,-0.122206
6.6875,-0.122635
6.69,-0.123066
6.6925,-0.1235
6.695,-0.123935
6.6975,-0.124373
6.7,-0.124813
6.7025,-0.125254
6.705,-0.125698
6.7075,-0.126144
6.71,-0.126592
6.7125,-0.127042
6.715,-0.127494
6.7175,-0.127948
6.72,-0.128405
6.7225,-0.128863
6.725,-0.129324
6.7275,-0.129787
6.73,-0.130252
6.7325,-0.13072
6.735,-0.131189
6.7375,-0.131661
6.74,-0.132135
6.7425,-0.132612
6.745,-0.13309
6.7475,-0.133571
6.75,-0.134055
6.7525,-0.13454
6.755,-0.135028
6.7575,-0.135519
6.76,-0.136012
6.7625,-0.136507
6.765,-0.137004
6.7675,-0.137504
6.77,-0.138006
6.7725,-0.138511
6.775,-0.139018
6.7775,-0.139528
6.78,-0.14004
6.7825,-0.140555
6.785,-0.141072
6.7875,-0.141592
6.79,-0.142115
6.7925,-0.14264
6.795,-0.143167
6.7975,-0.143697
6.8,-0.14423
6.8025,-0.144765
6.805,-0.145303
6.8075,-0.145844
6.81,-0.146388
6.8125,-0.146934
6.815,-0.147483
6.8175,-0.148034
6.82,-0.148588
6.8225,-0.149146
6.825,-0.149705
6.8275,-0.150268
6.83,-0.150834
6.8325,-0.151402
6.835,-0.151973
6.8375,-0.152547
6.84,-0.153124
6.8425,-0.153704
6.845,-0.154287
6.8475,-0.154873
6.85,-0.155462
6.8525,-0.156054
6.855,-0.156649
6.8575,-0.157247
6.86,-0.157848
6.8625,-0.158452
6.865,-0.159059
6.8675,-0.159669
6.87,-0.160282
6.8725,-0.160899
6.875,-0.161519
6.8775,-0.162142
6.88,-0.162768
6.8825,-0.163397
6.885,-0.16403
6.8875,-0.164666
6.89,-0.165305
6.8925,-0.165948
6.895,-0.166594
6.8975,-0.167243
6.9,-0.167896
6.9025,-0.168552
6.905,-0.169212
6.9075,-0.169875
6.91,-0.170541
6.9125,-0.171211
6.915,-0.171885
6.9175,-0.172562
6.92,-0.173243
6.9225,-0.173927
6.925,-0.174615
6.9275,-0.175307
6.93,-0.176002
6.9325,-0.176702
6.935,-0.177404
6.9375,-0.178111
6.94,-0.178821
6.9425,-0.179536
6.945,-0.180254
6.9475,-0.180976
6.95,-0.181701
6.9525,-0.182431
6.955,-0.183165
6.9575,-0.183903
6.96,-0.184644
6.9625,-0.18539
6.965,-0.18614
6.9675,-0.186894
6.97,-0.187652
6.9725,-0.188414
6.975,-0.18918
6.9775,-0.189951
6.98,-0.190725
6.9825,-0.191504
6.985,-0.192288
6.9875,-0.193075
6.99,-0.193867
6.9925,-0.194664
6.995,-0.195465
6.9975,-0.19627
7,-0.19708
7.0025,-0.197894
7.005,-0.198713
7.0075,-0.199536
7.01,-0.200364
7.0125,-0.201197
7.015,-0.202035
7.0175,-0.202877
7.02,-0.203724
7.0225,-0.204575
7.025,-0.205432
7.0275,-0.206293
7.03,-0.207159
7.0325,-0.20803
7.035,-0.208906
7.0375,-0.209788
7.04,-0.210674
7.0425,-0.211565
7.045,-0.212461
7.0475,-0.213363
7.05,-0.214269
7.0525,-0.215181
7.055,-0.216099
7.0575,-0.217021
7.06,-0.217949
7.0625,-0.218882
7.065,-0.219821
7.0675,-0.220765
7.07,-0.221714
7.0725,-0.22267
7.075,-0.22363
7.0775,-0.224597
7.08,-0.225569
7.0825,-0.226546
7.085,-0.22753
7.0875,-0.228519
7.09,-0.229515
7.0925,-0.230516
7.095,-0.231523
7.0975,-0.232536
7.1,-0.233555
7.1025,-0.23458
7.105,-0.235611
7.1075,-0.236648
7.11,-0.237692
7.1125,-0.238742
7.115,-0.239798
7.1175,-0.240861
7.12,-0.24193
7.1225,-0.243005
7.125,-0.244087
7.1275,-0.245176
7.13,-0.246271
7.1325,-0.247373
7.135,-0.248481
7.1375,-0.249597
7.14,-0.250719
7.1425,-0.251848
7.145,-0.252984
7.1475,-0.254127
7.15,-0.255277
7.1525,-0.256434
7.155,-0.257598
7.1575,-0.25877
7.16,-0.259949
7.1625,-0.261135
7.165,-0.262328
7.1675,-0.263529
7.17,-0.264738
7.1725,-0.265954
7.175,-0.267177
7.1775,-0.268409
7.18,-0.269648
7.1825,-0.270895
7.185,-0.27215
7.1875,-0.273413
7.19,-0.274683
7.1925,-0.275962
7.195,-0.277249
7.1975,-0.278545
7.2,-0.279848
7.2025,-0.28116
7.205,-0.28248
7.2075,-0.283809
7.21,-0.285147
7.2125,-0.286493
7.215,-0.287847
7.2175,-0.289211
7.22,-0.290583
7.2225,-0.291964
7.225,-0.293355
7.2275,-0.294754
7.23,-0.296163
7.2325,-0.29758
7.235,-0.299007
7.2375,-0.300444
7.24,-0.30189
7.2425,-0.303345
7.245,-0.30481
7.2475,-0.306285
7.25,-0.30777
7.2525,-0.309264
7.255,-0.310768
7.2575,-0.312283
7.26,-0.313808
7.2625,-0.315342
7.265,-0.316888
7.2675,-0.318443
7.27,-0.320009
7.2725,-0.321586
7.275,-0.323173
7.2775,-0.324771
7.28,-0.32638
7.2825,-0.328
7.285,-0.329631
7.2875,-0.331273
7.29,-0.332927
7.2925,-0.334591
7.295,-0.336267
7.2975,-0.337955
7.3,-0.339655
7.3025,-0.341366
7.305,-0.343089
7.3075,-0.344824
7.31,-0.346571
7.3125,-0.34833
7.315,-0.350102
7.3175,-0.351886
7.32,-0.353682
7.3225,-0.355491
7.325,-0.357313
7.3275,-0.359148
7.33,-0.360996
7.3325,-0.362857
7.335,-0.364731
7.3375,-0.366618
7.34,-0.368519
7.3425,-0.370434
7.345,-0.372362
7.3475,-0.374304
7.35,-0.37626
7.3525,-0.37823
7.355,-0.380215
7.3575,-0.382213
7.36,-0.384227
7.3625,-0.386255
7.365,-0.388297
7.3675,-0.390355
7.37,-0.392428
7.3725,-0.394515
7.375,-0.396619
7.3775,-0.398737
7.38,-0.400872
7.3825,-0.403022
7.385,-0.405188
7.3875,-0.40737
7.39,-0.409568
7.3925,-0.411783
7.395,-0.414015
7.3975,-0.416263
7.4,-0.418528
7.4025,-0.42081
7.405,-0.423109
7.4075,-0.425425
7.41,-0.42776
7.4125,-0.430111
7.415,-0.432481
7.4175,-0.434869
7.42,-0.437275
7.4225,-0.4397
7.425,-0.442143
7.4275,-0.444605
7.43,-0.447085
7.4325,-0.449585
7.435,-0.452105
7.4375,-0.454644
7.44,-0.457202
7.4425,-0.459781
7.445,-0.46238
7.4475,-0.464999
7.45,-0.467639
7.4525,-0.470299
7.455,-0.472981
7.4575,-0.475683
7.46,-0.478407
7.4625,-0.481153
7.465,-0.48392
7.4675,-0.48671
7.47,-0.489522
7.4725,-0.492356
7.475,-0.495213
7.4775,-0.498093
7.48,-0.500997
7.4825,-0.503924
7.485,-0.506874
7.4875,-0.509849
7.49,-0.512847
7.4925,-0.515871
7.495,-0.518919
7.4975,-0.521991
7.5,-0.52509
7.5025,-0.528213
7.505,-0.531363
7.5075,-0.534538
7.51,-0.53774
7.5125,-0.540969
7.515,-0.544224
7.5175,-0.547507
7.52,-0.550817
7.5225,-0.554155
7.525,-0.557521
7.5275,-0.560916
7.53,-0.564339
7.5325,-0.567791
7.535,-0.571272
7.5375,-0.574784
7.54,-0.578325
7.5425,-0.581896
7.545,-0.585498
7.5475,-0.589131
7.55,-0.592796
7.5525,-0.596492
7.555,-0.60022
7.5575,-0.60398
7.56,-0.607774
7.5625,-0.6116
7.565,-0.61546
7.5675,-0.619353
7.57,-0.623281
7.5725,-0.627244
7.575,-0.631241
7.5775,-0.635274
7.58,-0.639343
7.5825,-0.643448
7.585,-0.64759
7.5875,-0.651769
7.59,-0.655985
7.5925,-0.660239
7.595,-0.664532
7.5975,-0.668863
7.6,-0.673234
7.6025,-0.677644
7.605,-0.682095
7.6075,-0.686586
7.61,-0.691118
7.6125,-0.695692
7.615,-0.700308
7.6175,-0.704967
7.62,-0.709669
7.6225,-0.714414
7.625,-0.719204
7.6275,-0.724038
7.63,-0.728917
7.6325,-0.733843
7.635,-0.738814
7.6375,-0.743832
7.64,-0.748898
7.6425,-0.754012
7.645,-0.759174
7.6475,-0.764385
7.65,-0.769647
7.6525,-0.774958
7.655,-0.780321
7.6575,-0.785735
7.66,-0.791201
7.6625,-0.796721
7.665,-0.802294
7.6675,-0.807921
7.67,-0.813603
7.6725,-0.81934
7.675,-0.825134
7.6775,-0.830985
7.68,-0.836894
7.6825,-0.842861
7.685,-0.848887
7.6875,-0.854973
7.69,-0.86112
7.6925,-0.867329
7.695,-0.873599
7.6975,-0.879933
7.7,-0.88633
7.7025,-0.892792
7.705,-0.89932
7.7075,-0.905914
7.71,-0.912575
7.7125,-0.919305
7.715,-0.926103
7.7175,-0.932971
7.72,-0.93991
7.7225,-0.946921
7.725,-0.954005
7.7275,-0.961162
7.73,-0.968394
7.7325,-0.975701
7.735,-0.983085
7.7375,-0.990547
7.74,-0.998087
7.7425,-1.00571
7.745,-1.01341
7.7475,-1.02119
7.75,-1.02906
7.7525,-1.03701
7.755,-1.04504
7.7575,-1.05316
7.76,-1.06137
7.7625,-1.06967
7.765,-1.07806
7.7675,-1.08654
7.77,-1.09511
7.7725,-1.10378
7.775,-1.11254
7.7775,-1.1214
7.78,-1.13035
7.7825,-1.13941
7.785,-1.14857
7.7875,-1.15782
7.79,-1.16718
7.7925,-1.17665
7.795,-1.18622
7.7975,-1.1959
7.8,-1.20569
7.8025,-1.2156
7.805,-1.22561
7.8075,-1.23574
7.81,-1.24598
7.8125,-1.25634
7.815,-1.26682
7.8175,-1.27743
7.82,-1.28815
7.8225,-1.299
7.825,-1.30998
7.8275,-1.32108
7.83,-1.33232
7.8325,-1.34369
7.835,-1.35519
7.8375,-1.36683
7.84,-1.3786
7.8425,-1.39052
7.845,-1.40258
7.8475,-1.41478
7.85,-1.42713
7.8525,-1.43963
7.855,-1.45228
7.8575,-1.46508
7.86,-1.47804
7.8625,-1.49116
7.865,-1.50444
7.8675,-1.51788
7.87,-1.53149
7.8725,-1.54526
7.875,-1.55921
7.8775,-1.57333
7.88,-1.58763
7.8825,-1.60211
7.885,-1.61676
7.8875,-1.63161
7.89,-1.64664
7.8925,-1.66186
7.895,-1.67727
7.8975,-1.69288
7.9,-1.70869
7.9025,-1.72471
7.905,-1.74093
7.9075,-1.75736
7.91,-1.77401
7.9125,-1.79087
7.915,-1.80795
7.9175,-1.82525
7.92,-1.84279
7.9225,-1.86055
7.925,-1.87855
7.9275,-1.89679
7.93,-1.91527
7.9325,-1.93399
7.935,-1.95297
7.9375,-1.97221
7.94,-1.9917
7.9425,-2.01146
7.945,-2.03148
7.9475,-2.05178
7.95,-2.07236
7.9525,-2.09322
7.955,-2.11436
7.9575,-2.1358
7.96,-2.15754
7.9625,-2.17957
7.965,-2.20192
7.9675,-2.22458
7.97,-2.24755
7.9725,-2.27085
7.975,-2.29448
7.9775,-2.31845
7.98,-2.34276
7.9825,-2.36741
7.985,-2.39242
7.9875,-2.41778
7.99,-2.44352
7.9925,-2.46962
7.995,-2.49611
7.9975,-2.52298
8,-2.55025
8.0025,-2.57791
8.005,-2.60599
8.0075,-2.63448
8.01,-2.66339
8.0125,-2.69273
8.015,-2.72252
8.0175,-2.75274
8.02,-2.78343
8.0225,-2.81458
8.025,-2.8462
8.0275,-2.8783
8.03,-2.91089
8.0325,-2.94398
8.035,-2.97758
8.0375,-3.0117
8.04,-3.04635
8.0425,-3.08154
8.045,-3.11728
8.0475,-3.15357
8.05,-3.19044
8.0525,-3.22789
8.055,-3.26593
8.0575,-3.30458
8.06,-3.34385
8.0625,-3.38374
8.065,-3.42428
8.0675,-3.46547
8.07,-3.50733
8.0725,-3.54988
8.075,-3.59311
8.0775,-3.63706
8.08,-3.68173
8.0825,-3.72714
8.085,-3.7733
8.0875,-3.82023
8.09,-3.86795
8.0925,-3.91647
8.095,-3.96581
8.0975,-4.01599
8.1,-4.06702
8.1025,-4.11892
8.105,-4.17171
8.1075,-4.22541
8.11,-4.28004
8.1125,-4.33563
8.115,-4.39218
8.1175,-4.44973
8.12,-4.50829
8.1225,-4.56789
8.125,-4.62855
8.1275,-4.69029
8.13,-4.75314
8.1325,-4.81713
8.135,-4.88227
8.1375,-4.94861
8.14,-5.01616
8.1425,-5.08495
8.145,-5.15502
8.1475,-5.22639
8.15,-5.29909
8.1525,-5.37317
8.155,-5.44864
8.1575,-5.52555
8.16,-5.60393
8.1625,-5.68382
8.165,-5.76526
8.1675,-5.84828
8.17,-5.93292
8.1725,-6.01924
8.175,-6.10727
8.1775,-6.19706
8.18,-6.28865
8.1825,-6.38209
8.185,-6.47745
8.1875,-6.57476
8.19,-6.67408
8.1925,-6.77547
8.195,-6.87899
8.1975,-6.9847
8.2,-7.09267
8.2025,-7.20296
8.205,-7.31565
8.2075,-7.4308
8.21,-7.5485
8.2125,-7.66882
8.215,-7.79184
8.2175,-7.91766
8.22,-8.04638
8.2225,-8.17807
8.225,-8.31286
8.2275,-8.45084
8.23,-8.59213
8.2325,-8.73684
8.235,-8.88511
8.2375,-9.03706
8.24,-9.19285
8.2425,-9.35261
8.245,-9.5165
8.2475,-9.68469
8.25,-9.85737
8.2525,-10.0347
8.255,-10.2169
8.2575,-10.4043
8.26,-10.5969
8.2625,-10.7951
8.265,-10.9992
8.2675,-11.2094
8.27,-11.426
8.2725,-11.6494
8.275,-11.88
8.2775,-12.1181
8.28,-12.3641
8.2825,-12.6186
8.285,-12.8821
8.2875,-13.1551
8.29,-13.4382
8.2925,-13.7321
8.295,-14.0377
8.2975,-14.3556
8.3,-14.687
8.3025,-15.0328
8.305,-15.3942
8.3075,-15.7727
8.31,-16.1697
8.3125,-16.587
8.315,-17.0267
8.3175,-17.4912
8.32,-17.9832
8.3225,-18.5061
8.325,-19.0638
8.3275,-19.6611
8.33,-20.3038
8.3325,-20.9991
8.335,-21.7562
8.3375,-22.587
8.34,-23.5069
8.3425,-24.5371
8.345,-25.7074
8.3475,-27.0613
8.35,-28.667
8.3525,-30.6394
8.355,-33.1962
8.3575,-36.8356
8.36,-43.2182
8.3625,-64.6456
8.365,-41.8601
8.3675,-36.1629
8.37,-32.7538
8.3725,-30.3138
8.375,-28.413
8.3775,-26.8561
8.38,-25.5381
8.3825,-24.3956
8.385,-23.3878
8.3875,-22.4865
8.39,-21.6716
8.3925,-20.9282
8.395,-20.245
8.3975,-19.6133
8.4,-19.0259
8.4025,-18.4773
8.405,-17.9628
8.4075,-17.4786
8.41,-17.0214
8.4125,-16.5886
8.415,-16.1778
8.4175,-15.7871
8.42,-15.4146
8.4225,-15.0588
8.425,-14.7185
8.4275,-14.3924
8.43,-14.0796
8.4325,-13.779
8.435,-13.4898
8.4375,-13.2113
8.44,-12.9429
8.4425,-12.6838
8.445,-12.4335
8.4475,-12.1916
8.45,-11.9576
8.4525,-11.731
8.455,-11.5115
8.4575,-11.2986
8.46,-11.0921
8.4625,-10.8917
8.465,-10.697
8.4675,-10.5078
8.47,-10.3239
8.4725,-10.145
8.475,-9.97088
8.4775,-9.80138
8.48,-9.6363
8.4825,-9.47546
8.485,-9.31869
8.4875,-9.16583
8.49,-9.01674
8.4925,-8.87128
8.495,-8.72931
8.4975,-8.59071
8.5,-8.45537
8.5025,-8.32316
8.505,-8.19399
8.5075,-8.06775
8.51,-7.94435
8.5125,-7.82369
8.515,-7.70568
8.5175,-7.59025
8.52,-7.47732
8.5225,-7.3668
8.525,-7.25863
8.5275,-7.15273
8.53,-7.04904
8.5325,-6.94749
8.535,-6.84803
8.5375,-6.7506
8.54,-6.65513
8.5425,-6.56157
8.545,-6.46988
8.5475,-6.38
8.55,-6.29188
8.5525,-6.20547
8.555,-6.12074
8.5575,-6.03764
8.56,-5.95612
8.5625,-5.87615
8.565,-5.79769
8.5675,-5.72069
8.57,-5.64513
8.5725,-5.57097
8.575,-5.49817
8.5775,-5.42671
8.58,-5.35654
8.5825,-5.28764
8.585,-5.21998
8.5875,-5.15353
8.59,-5.08826
8.5925,-5.02415
8.595,-4.96116
8.5975,-4.89928
8.6,-4.83848
8.6025,-4.77872
8.605,-4.72
8.6075,-4.66229
8.61,-4.60556
8.6125,-4.54979
8.615,-4.49497
8.6175,-4.44107
8.62,-4.38807
8.6225,-4.33595
8.625,-4.2847
8.6275,-4.2343
8.63,-4.18472
8.6325,-4.13596
8.635,-4.08799
8.6375,-4.04079
8.64,-3.99436
8.6425,-3.94868
8.645,-3.90373
8.6475,-3.85949
8.65,-3.81596
8.6525,-3.77311
8.655,-3.73094
8.6575,-3.68943
8.66,-3.64856
8.6625,-3.60833
8.665,-3.56873
8.6675,-3.52973
8.67,-3.49134
8.6725,-3.45353
8.675,-3.41629
8.6775,-3.37962
8.68,-3.34351
8.6825,-3.30793
8.685,-3.27289
8.6875,-3.23838
8.69,-3.20437
8.6925,-3.17087
8.695,-3.13787
8.6975,-3.10535
8.7,-3.0733
8.7025,-3.04173
8.705,-3.01061
8.7075,-2.97994
8.71,-2.94971
8.7125,-2.91992
8.715,-2.89055
8.7175,-2.86161
8.72,-2.83307
8.7225,-2.80494
8.725,-2.7772
8.7275,-2.74986
8.73,-2.72289
8.7325,-2.6963
8.735,-2.67008
8.7375,-2.64423
8.74,-2.61873
8.7425,-2.59358
8.745,-2.56877
8.7475,-2.54431
8.75,-2.52017
8.7525,-2.49636
8.755,-2.47288
8.7575,-2.4497
8.76,-2.42684
8.7625,-2.40429
8.765,-2.38203
8.7675,-2.36007
8.77,-2.3384
8.7725,-2.31701
8.775,-2.29591
8.7775,-2.27508
8.78,-2.25452
8.7825,-2.23423
8.785,-2.2142
8.7875,-2.19442
8.79,-2.17491
8.7925,-2.15564
8.795,-2.13662
8.7975,-2.11784
8.8,-2.09929
8.8025,-2.08098
8.805,-2.0629
8.8075,-2.04505
8.81,-2.02742
8.8125,-2.01001
8.815,-1.99282
8.8175,-1.97584
8.82,-1.95906
8.8225,-1.9425
8.825,-1.92613
8.8275,-1.90997
8.83,-1.894
8.8325,-1.87823
8.835,-1.86264
8.8375,-1.84725
8.84,-1.83203
8.8425,-1.817
8.845,-1.80215
8.8475,-1.78748
8.85,-1.77298
8.8525,-1.75865
8.855,-1.74449
8.8575,-1.73049
8.86,-1.71666
8.8625,-1.70299
8.865,-1.68947
8.8675,-1.67612
8.87,-1.66291
8.8725,-1.64986
8.875,-1.63696
8.8775,-1.62421
8.88,-1.6116
8.8825,-1.59913
8.885,-1.58681
8.8875,-1.57462
8.89,-1.56257
8.8925,-1.55066
8.895,-1.53888
8.8975,-1.52723
8.9,-1.51571
8.9025,-1.50431
8.905,-1.49304
8.9075,-1.4819
8.91,-1.47088
8.9125,-1.45997
8.915,-1.44919
8.9175,-1.43852
8.92,-1.42797
8.9225,-1.41754
8.925,-1.40721
8.9275,-1.397
8.93,-1.38689
8.9325,-1.37689
8.935,-1.367
8.9375,-1.35721
8.94,-1.34753
8.9425,-1.33795
8.945,-1.32846
8.9475,-1.31908
8.95,-1.3098
8.9525,-1.30061
8.955,-1.29151
8.9575,-1.28251
8.96,-1.27361
8.9625,-1.26479
8.965,-1.25607
8.9675,-1.24743
8.97,-1.23888
8.9725,-1.23042
8.975,-1.22204
8.9775,-1.21375
8.98,-1.20554
8.9825,-1.19742
8.985,-1.18937
8.9875,-1.18141
8.99,-1.17352
8.9925,-1.16571
8.995,-1.15798
8.9975,-1.15033
9,-1.14275
9.0025,-1.13524
9.005,-1.12781
9.0075,-1.12045
9.01,-1.11316
9.0125,-1.10594
9.015,-1.09879
9.0175,-1.09171
9.02,-1.0847
9.0225,-1.07775
9.025,-1.07087
9.0275,-1.06406
9.03,-1.05731
9.0325,-1.05063
9.035,-1.044
9.0375,-1.03744
9.04,-1.03094
9.0425,-1.02451
9.045,-1.01813
9.0475,-1.01181
9.05,-1.00555
9.0525,-0.999345
9.055,-0.9932
9.0575,-0.987111
9.06,-0.981077
9.0625,-0.975099
9.065,-0.969175
9.0675,-0.963305
9.07,-0.957489
9.0725,-0.951724
9.075,-0.946012
9.0775,-0.940351
9.08,-0.93474
9.0825,-0.92918
9.085,-0.923669
9.0875,-0.918207
9.09,-0.912793
9.0925,-0.907428
9.095,-0.902109
9.0975,-0.896838
9.1,-0.891612
9.1025,-0.886432
9.105,-0.881297
9.1075,-0.876207
9.11,-0.871161
9.1125,-0.866159
9.115,-0.861199
9.1175,-0.856283
9.12,-0.851408
9.1225,-0.846575
9.125,-0.841783
9.1275,-0.837032
9.13,-0.832322
9.1325,-0.827651
9.135,-0.82302
9.1375,-0.818427
9.14,-0.813873
9.1425,-0.809358
9.145,-0.80488
9.1475,-0.800439
9.15,-0.796035
9.1525,-0.791668
9.155,-0.787336
9.1575,-0.783041
9.16,-0.77878
9.1625,-0.774555
9.165,-0.770364
9.1675,-0.766207
